键值(key),翻译(msgstr)
IDS_PFSD106_FULL,猎豹
IDS_PFSD107,沃克兰
IDS_PFSD107_FULL,沃克兰
IDS_PFSD108,空想
IDS_PFSD108_FULL,空想
IDS_PFSD109,莫加多尔
IDS_PFSD109_FULL,莫加多尔
IDS_PFSD110,克莱贝尔
IDS_PFSD110_FULL,克莱贝尔
IDS_PFSD210,玛索
IDS_PFSD210_FULL,玛索
IDS_PFSD504,热风
IDS_PFSD504_FULL,热风
IDS_PFSD506,鹰
IDS_PFSD506_FULL,鹰
IDS_PFSD508,可怖
IDS_PFSD508_FULL,可怖
IDS_PFSD605,旋风
IDS_PFSD605_FULL,旋风
IDS_PFSD710,雷诺堡
IDS_PFSD710_FULL,雷诺堡
IDS_PFSD718,奥什
IDS_PFSD718_FULL,奥什
IDS_PFSD808,无礼
IDS_PFSD808_FULL,无礼
IDS_PFSD810,克莱贝尔 CLR
IDS_PFSD810_FULL,克莱贝尔 CLR
IDS_PFSD820,克莱贝尔 TE
IDS_PFSD820_FULL,克莱贝尔 TE
IDS_PFSD895,风
IDS_PFSD895_FULL,风
IDS_PFSS710,絮库夫
IDS_PFSS710_FULL,絮库夫
IDS_PGSA104,莱茵河
IDS_PGSA104_FULL,莱茵河
IDS_PGSA106,威悉河
IDS_PGSA106_FULL,威悉河
IDS_PGSA108,A·帕塞瓦尔
IDS_PGSA108_FULL,奥古斯特·冯·帕塞瓦尔
IDS_PGSA110,M·里希特霍芬
IDS_PGSA110_FULL,曼弗雷德·冯·里希特霍芬
IDS_PGSA506,E·勒文哈尔特
IDS_PGSA506_FULL,埃里希·勒文哈尔特
IDS_PGSA508,齐柏林伯爵（旧）
IDS_PGSA508_FULL,齐柏林伯爵（2019-01-23 前）
IDS_PGSA510,W·沃斯
IDS_PGSA510_FULL,沃纳·沃斯
IDS_PGSA518,齐柏林伯爵
IDS_PGSA518_FULL,齐柏林伯爵
IDS_PGSA598,齐柏林伯爵 B
IDS_PGSA598_FULL,齐柏林伯爵 B
IDS_PGSA610,M·殷麦曼
IDS_PGSA610_FULL,马克斯·殷麦曼
IDS_PGSA910,彩男爵-甜霍芬庄园
IDS_PGSA910_FULL,彩男爵-甜霍芬庄园
IDS_PGSA990,O·李林塔尔
IDS_PGSA990_FULL,奥托·李林塔尔
IDS_PGSB001,俾斯麦
IDS_PGSB001_FULL,俾斯麦
IDS_PGSB002,提尔皮茨
IDS_PGSB002_FULL,提尔皮茨
IDS_PGSB103,拿骚
IDS_PGSB103_FULL,拿骚
IDS_PGSB104,皇帝
IDS_PGSB104_FULL,皇帝
IDS_PGSB105,国王
IDS_PGSB105_FULL,国王
IDS_PGSB106,巴伐利亚
IDS_PGSB106_FULL,巴伐利亚
IDS_PGSB107,格奈森瑙
IDS_PGSB107_FULL,格奈森瑙
IDS_PGSB108,俾斯麦
IDS_PGSB108_FULL,俾斯麦
IDS_PGSB109,腓特烈大帝
IDS_PGSB109_FULL,腓特烈大帝
IDS_PGSB110,大选帝侯
IDS_PGSB110_FULL,大选帝侯
IDS_PGSB111,汉诺威
IDS_PGSB111_FULL,汉诺威
IDS_PGSB203,冯·德·坦恩
IDS_PGSB203_FULL,冯·德·坦恩
IDS_PGSB204,毛奇
IDS_PGSB204_FULL,毛奇
IDS_PGSB205,德夫林格
IDS_PGSB205_FULL,德夫林格
IDS_PGSB206,马肯森
IDS_PGSB206_FULL,马肯森
IDS_PGSB207,海因里希王子
IDS_PGSB207_FULL,海因里希王子
IDS_PGSB208,齐滕
IDS_PGSB208_FULL,齐滕
IDS_PGSB209,鲁普雷希特王子
IDS_PGSB209_FULL,鲁普雷希特王子
IDS_PGSB210,施里芬
IDS_PGSB210_FULL,施里芬
IDS_PGSB310,普鲁士
IDS_PGSB310_FULL,普鲁士
IDS_PGSB503,阿尔伯特国王
IDS_PGSB503_FULL,阿尔伯特国王
IDS_PGSB506,E·腓特烈王子
IDS_PGSB506_FULL,艾特尔·腓特烈王子
IDS_PGSB507,沙恩霍斯特
IDS_PGSB507_FULL,沙恩霍斯特
IDS_PGSB508,奥丁
IDS_PGSB508_FULL,奥丁
IDS_PGSB509,波美拉尼亚
IDS_PGSB509_FULL,波美拉尼亚
IDS_PGSB517,AL 海因里希王子
IDS_PGSB517_FULL,AL 海因里希王子
IDS_PGSB518,勃兰登堡
IDS_PGSB518_FULL,勃兰登堡
IDS_PGSB528,安哈尔特
IDS_PGSB528_FULL,安哈尔特
IDS_PGSB538,勃兰登堡 B
IDS_PGSB538_FULL,勃兰登堡 B
IDS_PGSB597,沙恩霍斯特 B
IDS_PGSB597_FULL,沙恩霍斯特 B
IDS_PGSB598,提尔皮茨 B
IDS_PGSB598_FULL,提尔皮茨 B
IDS_PGSB599,波美拉尼亚 B
IDS_PGSB599_FULL,波美拉尼亚 B
IDS_PGSB610,梅克伦堡
IDS_PGSB610_FULL,梅克伦堡
IDS_PGSB708,俾斯麦 1941
IDS_PGSB708_FULL,俾斯麦 1941
IDS_PGSB717,沙恩霍斯特 1943
IDS_PGSB717_FULL,沙恩霍斯特 1943
IDS_PGSB719,腓特烈·卡尔
IDS_PGSB719_FULL,腓特烈·卡尔
IDS_PGSB818,BA 提尔皮茨
IDS_PGSB818_FULL,BA 提尔皮茨
IDS_PGSB828,奥丁 TE
IDS_PGSB828_FULL,奥丁 TE
IDS_PGSB898,AL 俾斯麦
IDS_PGSB898_FULL,AL 俾斯麦
IDS_PGSB908,狂人
IDS_PGSB908_FULL,狂人
IDS_PGSB910,[大选帝侯]
IDS_PGSB910_FULL,[大选帝侯]
IDS_PGSB918,海啸
IDS_PGSB918_FULL,海啸
IDS_PGSB920,施里芬
IDS_PGSB920_FULL,施里芬
IDS_PGSB928,铁血宰相
IDS_PGSB928_FULL,铁血宰相
IDS_PGSB930,泥头车-冯·糖霍夫
IDS_PGSB930_FULL,泥头车-冯·糖霍夫
IDS_PGSB989,西吉斯蒙德王子
IDS_PGSB989_FULL,西吉斯蒙德王子
IDS_PGSB999,汉诺威（旧）
IDS_PGSB999_FULL,汉诺威（2021-09-22 前）
IDS_PGSC001,鼬
IDS_PGSC001_FULL,鼬
IDS_PGSC002,德累斯顿
IDS_PGSC002_FULL,德累斯顿
IDS_PGSC010,阿达尔贝特王子
IDS_PGSC010_FULL,阿达尔贝特王子
IDS_PGSC016,德意志
IDS_PGSC016_FULL,德意志
IDS_PGSC017,舍尔
IDS_PGSC017_FULL,舍尔将军
IDS_PGSC018,克尼塞伯克
IDS_PGSC018_FULL,克尼塞伯克
IDS_PGSC019,曼陀菲尔
IDS_PGSC019_FULL,曼陀菲尔
IDS_PGSC103,科尔贝格
IDS_PGSC103_FULL,科尔贝格
IDS_PGSC104,卡尔斯鲁厄
IDS_PGSC104_FULL,卡尔斯鲁厄
IDS_PGSC105,柯尼斯堡
IDS_PGSC105_FULL,柯尼斯堡
IDS_PGSC106,纽伦堡
IDS_PGSC106_FULL,纽伦堡
IDS_PGSC107,约克
IDS_PGSC107_FULL,约克
IDS_PGSC108,希佩尔
IDS_PGSC108_FULL,希佩尔将军
IDS_PGSC109,罗恩
IDS_PGSC109_FULL,罗恩
IDS_PGSC110,兴登堡
IDS_PGSC110_FULL,兴登堡
IDS_PGSC111,克劳塞维茨
IDS_PGSC111_FULL,克劳塞维茨
IDS_PGSC502,埃姆登
IDS_PGSC502_FULL,埃姆登
IDS_PGSC506,施佩伯爵
IDS_PGSC506_FULL,施佩伯爵将军
IDS_PGSC507,慕尼黑
IDS_PGSC507_FULL,慕尼黑
IDS_PGSC508,欧根亲王
IDS_PGSC508_FULL,欧根亲王
IDS_PGSC509,齐格弗里德
IDS_PGSC509_FULL,齐格弗里德
IDS_PGSC516,莱比锡
IDS_PGSC516_FULL,莱比锡
IDS_PGSC517,魏玛
IDS_PGSC517_FULL,魏玛
IDS_PGSC518,美因茨
IDS_PGSC518_FULL,美因茨
IDS_PGSC519,埃吉尔
IDS_PGSC519_FULL,埃吉尔
IDS_PGSC528,席尔
IDS_PGSC528_FULL,席尔
IDS_PGSC529,施罗德
IDS_PGSC529_FULL,施罗德将军
IDS_PGSC598,美因茨 B
IDS_PGSC598_FULL,美因茨 B
IDS_PGSC706,HSF 施佩伯爵
IDS_PGSC706_FULL,HSF 施佩伯爵将军
IDS_PGSC710,希尔德布兰德
IDS_PGSC710_FULL,希尔德布兰德
IDS_PGSC717,纽伦堡 1944
IDS_PGSC717_FULL,纽伦堡 1944
IDS_PGSC718,多恩十字
IDS_PGSC718_FULL,多恩十字
IDS_PGSC720,不来梅
IDS_PGSC720_FULL,不来梅
IDS_PGSC728,威斯巴登
IDS_PGSC728_FULL,威斯巴登
IDS_PGSC729,布吕歇尔
IDS_PGSC729_FULL,布吕歇尔
IDS_PGSC809,罗恩 CLR
IDS_PGSC809_FULL,罗恩 CLR
IDS_PGSC817,慕尼黑 B
IDS_PGSC817_FULL,慕尼黑 B
IDS_PGSC890,AL 兴登堡
IDS_PGSC890_FULL,AL 兴登堡
IDS_PGSC891,克劳塞维茨 +
IDS_PGSC891_FULL,克劳塞维茨 +
IDS_PGSC899,AL 埃吉尔
IDS_PGSC899_FULL,AL 埃吉尔
IDS_PGSC908,席尔 B
IDS_PGSC908_FULL,席尔 B
IDS_PGSC910,[兴登堡]
IDS_PGSC910_FULL,[兴登堡]
IDS_PGSC920,不来梅 G
IDS_PGSC920_FULL,不来梅 G
IDS_PGSC996,莱茵哈特
IDS_PGSC996_FULL,莱茵哈特将军
IDS_PGSD102,V-25
IDS_PGSD102_FULL,V-25
IDS_PGSD103,G-101
IDS_PGSD103_FULL,G-101
IDS_PGSD104,V-170
IDS_PGSD104_FULL,V-170
IDS_PGSD105,T-22
IDS_PGSD105_FULL,T-22
IDS_PGSD106,盖德
IDS_PGSD106_FULL,恩斯特·盖德
IDS_PGSD107,马斯
IDS_PGSD107_FULL,莱伯勒希特·马斯
IDS_PGSD108,Z-23
IDS_PGSD108_FULL,Z-23
IDS_PGSD109,Z-46
IDS_PGSD109_FULL,Z-46
IDS_PGSD110,Z-52
IDS_PGSD110_FULL,Z-52
IDS_PGSD111,Z-57
IDS_PGSD111_FULL,Z-57
IDS_PGSD207,Z-31
IDS_PGSD207_FULL,Z-31
IDS_PGSD208,G·J·梅尔克
IDS_PGSD208_FULL,古斯塔夫·尤里乌斯·梅尔克
IDS_PGSD209,F·舒尔茨
IDS_PGSD209_FULL,费利克斯·舒尔茨
IDS_PGSD210,埃尔宾
IDS_PGSD210_FULL,埃尔宾
IDS_PGSD506,T-61
IDS_PGSD506_FULL,T-61
IDS_PGSD508,Z-39
IDS_PGSD508_FULL,Z-39
IDS_PGSD516,K·勋伯格
IDS_PGSD516_FULL,卡尔·冯·勋伯格
IDS_PGSD518,Z-35
IDS_PGSD518_FULL,Z-35
IDS_PGSD519,Z-44
IDS_PGSD519_FULL,Z-44
IDS_PGSD529,ZF-6
IDS_PGSD529_FULL,ZF-6
IDS_PGSD610,Z-42
IDS_PGSD610_FULL,Z-42
IDS_PGSD707,Z-32
IDS_PGSD707_FULL,Z-32
IDS_PGSD709,ZF-6 G
IDS_PGSD709_FULL,ZF-6 G
IDS_PGSD710,G·霍夫曼
IDS_PGSD710_FULL,格奥尔格·霍夫曼
IDS_PGSD717,Z-33
IDS_PGSD717_FULL,Z-33
IDS_PGSD719,ZH-1
IDS_PGSD719_FULL,ZH-1
IDS_PGSD720,G·霍夫曼 G
IDS_PGSD720_FULL,格奥尔格·霍夫曼 G
IDS_PGSD727,Z-34
IDS_PGSD727_FULL,Z-34
IDS_PGSD737,Z-38
IDS_PGSD737_FULL,Z-38
IDS_PGSD910,东方
IDS_PGSD910_FULL,东方
IDS_PGSD990,吕贝克
IDS_PGSD990_FULL,吕贝克
IDS_PGSS106,U-69（旧）
IDS_PGSS106_FULL,U-69（2022-10-04 前）
IDS_PGSS108,U-190（旧）
IDS_PGSS108_FULL,U-190（2022-10-04 前）
IDS_PGSS110,U-2501（旧）
IDS_PGSS110_FULL,U-2501（2022-10-04 前）
IDS_PGSS206,U-69
IDS_PGSS206_FULL,U-69
IDS_PGSS208,U-190
IDS_PGSS208_FULL,U-190
IDS_PGSS210,U-2501
IDS_PGSS210_FULL,U-2501
IDS_PGSS510,U-4501
IDS_PGSS510_FULL,U-4501
IDS_PGSX799,U-96
IDS_PHSB710,威廉一世
IDS_PHSB710_FULL,威廉一世
IDS_PHSC010,乌得勒支
IDS_PHSC010_FULL,乌得勒支
IDS_PHSC018,贾斯维尔德
IDS_PHSC018_FULL,贾斯维尔德
IDS_PHSC019,M·范库霍恩
IDS_PHSC019_FULL,门诺·范库霍恩
IDS_PHSC101,范·金斯伯根
IDS_PHSC101_FULL,范·金斯伯根
IDS_PHSC102,海尔德兰
IDS_PHSC102_FULL,海尔德兰
IDS_PHSC103,爪哇
IDS_PHSC103_FULL,爪哇
IDS_PHSC104,德·鲁伊特
IDS_PHSC104_FULL,德·鲁伊特
IDS_PHSC105,西里伯斯
IDS_PHSC105_FULL,西里伯斯
IDS_PHSC106,凯敦
IDS_PHSC106_FULL,凯敦
IDS_PHSC107,团结
IDS_PHSC107_FULL,团结
IDS_PHSC108,哈勒姆
IDS_PHSC108_FULL,哈勒姆
IDS_PHSC109,约翰·德·维特
IDS_PHSC109_FULL,约翰·德·维特
IDS_PHSC110,金狮
IDS_PHSC110_FULL,金狮
IDS_PHSC508,七省
IDS_PHSC508_FULL,七省
IDS_PHSC509,范斯佩克
IDS_PHSC509_FULL,范斯佩克
IDS_PHSC708,自由
IDS_PHSC708_FULL,自由
IDS_PHSC710,奥兰治亲王
IDS_PHSC710_FULL,奥兰治亲王
IDS_PHSC720,奥兰治亲王 G
IDS_PHSC720_FULL,奥兰治亲王 G
IDS_PHSC730,同盟
IDS_PHSC730_FULL,同盟
IDS_PHSC988,海军统帅
IDS_PHSC988_FULL,海军统帅
IDS_PHSC990,自由
IDS_PHSC990_FULL,自由
IDS_PHSC998,议会领地
IDS_PHSC998_FULL,议会领地
IDS_PHSD509,格罗宁根
IDS_PHSD509_FULL,格罗宁根
IDS_PHSD610,特龙普
IDS_PHSD610_FULL,特龙普
IDS_PHSD708,菲利普·范·阿尔蒙德
IDS_PHSD708_FULL,菲利普·范·阿尔蒙德
IDS_PHSS710,金枪鱼
IDS_PHSS710_FULL,金枪鱼
IDS_PISA508,天鹰
IDS_PISA508_FULL,天鹰
IDS_PISB011,沉舰者
IDS_PISB011_FULL,沉舰者
IDS_PISB104,D·阿利吉耶里
IDS_PISB104_FULL,但丁·阿利吉耶里
IDS_PISB105,加富尔伯爵
IDS_PISB105_FULL,加富尔伯爵
IDS_PISB106,安德烈亚·多里亚
IDS_PISB106_FULL,安德烈亚·多里亚
IDS_PISB107,F·卡拉乔洛
IDS_PISB107_FULL,弗朗切斯科·卡拉乔洛
IDS_PISB108,V·维内托
IDS_PISB108_FULL,维托里奥·维内托
IDS_PISB109,勒班陀
IDS_PISB109_FULL,勒班陀
IDS_PISB110,C·哥伦布
IDS_PISB110_FULL,克里斯托弗·哥伦布
IDS_PISB505,朱利奥·凯撒
IDS_PISB505_FULL,朱利奥·凯撒
IDS_PISB508,罗马
IDS_PISB508_FULL,罗马
IDS_PISB509,马可·波罗
IDS_PISB509_FULL,马可·波罗
IDS_PISB510,R·劳里亚
IDS_PISB510_FULL,鲁杰罗·迪·劳里亚
IDS_PISB519,朱塞佩·威尔第
IDS_PISB519_FULL,朱塞佩·威尔第
IDS_PISB708,AL 利托里奥
IDS_PISB708_FULL,AL 利托里奥
IDS_PISB709,首席百夫长
IDS_PISB709_FULL,首席百夫长
IDS_PISB710,西西里
IDS_PISB710_FULL,西西里
IDS_PISB718,M·科隆纳
IDS_PISB718_FULL,马坎托尼奥·科隆纳
IDS_PISB719,次席百夫长
IDS_PISB719_FULL,次席百夫长
IDS_PISB720,绿伯爵
IDS_PISB720_FULL,绿伯爵
IDS_PISB805,尤尼乌斯·布鲁图斯
IDS_PISB805_FULL,尤尼乌斯·布鲁图斯
IDS_PISB810,黑色风暴
IDS_PISB810_FULL,黑色风暴
IDS_PISB818,BA 比纳
IDS_PISB818_FULL,BA 比纳
IDS_PISB908,永恒罗马
IDS_PISB908_FULL,永恒罗马
IDS_PISB909,AL 马可·波罗
IDS_PISB909_FULL,AL 马可·波罗
IDS_PISB990,A·韦斯普奇
IDS_PISB990_FULL,亚美利哥·韦斯普奇
IDS_PISC101,厄立特里亚
IDS_PISC101_FULL,厄立特里亚
IDS_PISC102,尼诺·比克肖
IDS_PISC102_FULL,尼诺·比克肖
IDS_PISC103,塔兰托
IDS_PISC103_FULL,塔兰托
IDS_PISC104,朱萨诺
IDS_PISC104_FULL,阿尔贝托·迪·朱萨诺
IDS_PISC105,蒙泰库科利
IDS_PISC105_FULL,莱蒙多‧蒙泰库科利
IDS_PISC106,特伦托
IDS_PISC106_FULL,特伦托
IDS_PISC107,扎拉
IDS_PISC107_FULL,扎拉
IDS_PISC108,阿马尔菲
IDS_PISC108_FULL,阿马尔菲
IDS_PISC109,布林迪西
IDS_PISC109_FULL,布林迪西
IDS_PISC110,威尼斯
IDS_PISC110_FULL,威尼斯
IDS_PISC111,皮埃蒙特
IDS_PISC111_FULL,皮埃蒙特
IDS_PISC505,热那亚
IDS_PISC505_FULL,热那亚
IDS_PISC506,奥斯塔公爵
IDS_PISC506_FULL,奥斯塔公爵
IDS_PISC507,阿布鲁齐
IDS_PISC507_FULL,阿布鲁齐公爵
IDS_PISC510,那不勒斯
IDS_PISC510_FULL,那不勒斯
IDS_PISC517,F·费鲁乔
IDS_PISC517_FULL,弗朗切斯科·费鲁乔
IDS_PISC519,米开朗基罗
IDS_PISC519_FULL,米开朗基罗
IDS_PISC590,那不勒斯 B
IDS_PISC590_FULL,那不勒斯 B
IDS_PISC607,戈里齐亚
IDS_PISC607_FULL,戈里齐亚
IDS_PISC707,百夫长副手
IDS_PISC707_FULL,百夫长副手
IDS_PISC710,瓦雷泽
IDS_PISC710_FULL,瓦雷泽
IDS_PISC717,阜姆
IDS_PISC717_FULL,阜姆
IDS_PISC719,费兰特·贡扎加
IDS_PISC719_FULL,费兰特·贡扎加
IDS_PISC729,墨西拿
IDS_PISC729_FULL,墨西拿
IDS_PISC739,拉斯佩齐亚
IDS_PISC739_FULL,拉斯佩齐亚
IDS_PISC897,AL 戈里齐亚
IDS_PISC897_FULL,AL 戈里齐亚
IDS_PISC908,幻影
IDS_PISC908_FULL,幻影
IDS_PISC990,拉韦纳
IDS_PISC990_FULL,拉韦纳
IDS_PISD102,库尔塔托内
IDS_PISD102_FULL,库尔塔托内
IDS_PISD103,N·萨乌罗
IDS_PISD103_FULL,纳扎里奥·萨乌罗
IDS_PISD104,旋风
IDS_PISD104_FULL,旋风
IDS_PISD105,西北风
IDS_PISD105_FULL,西北风
IDS_PISD106,航空兵
IDS_PISD106_FULL,航空兵
IDS_PISD107,L·塔里戈
IDS_PISD107_FULL,卢卡·塔里戈
IDS_PISD108,V·库尼贝尔蒂
IDS_PISD108_FULL,维托里奥·库尼贝尔蒂
IDS_PISD109,亚得里亚海
IDS_PISD109_FULL,亚得里亚海
IDS_PISD110,A·莱戈洛
IDS_PISD110_FULL,阿蒂利奥·莱戈洛
IDS_PISD506,狮子
IDS_PISD506_FULL,狮子
IDS_PISD507,FR25
IDS_PISD507_FULL,FR25
IDS_PISD509,保罗·埃米利奥
IDS_PISD509_FULL,保罗·埃米利奥
IDS_PISD710,A·达·巴尔比亚诺
IDS_PISD710_FULL,阿尔贝里科·达·巴尔比亚诺
IDS_PISS106,海豹
IDS_PISS106_FULL,海豹
IDS_PISS108,彼得罗·米卡
IDS_PISS108_FULL,彼得罗·米卡
IDS_PISS110,彼得罗·卡尔维
IDS_PISS110_FULL,彼得罗·卡尔维
IDS_PJSA002,凤翔（旧）
IDS_PJSA002_FULL,凤翔（2019-01-23 前）
IDS_PJSA006,瑞凤（旧）
IDS_PJSA006_FULL,瑞凤（2019-01-23 前）
IDS_PJSA009,龙骧（旧）
IDS_PJSA009_FULL,龙骧（2019-01-23 前）
IDS_PJSA011,飞龙（旧）
IDS_PJSA011_FULL,飞龙（2019-01-23 前）
IDS_PJSA012,翔鹤（旧）
IDS_PJSA012_FULL,翔鹤（2019-01-23 前）
IDS_PJSA015,大凤（旧）
IDS_PJSA015_FULL,大凤（2019-01-23 前）
IDS_PJSA017,白龙（旧）
IDS_PJSA017_FULL,白龙（2019-01-23 前）
IDS_PJSA104,凤翔
IDS_PJSA104_FULL,凤翔
IDS_PJSA106,龙骧
IDS_PJSA106_FULL,龙骧
IDS_PJSA108,翔鹤
IDS_PJSA108_FULL,翔鹤
IDS_PJSA110,白龙
IDS_PJSA110_FULL,白龙
IDS_PJSA111,赤龙
IDS_PJSA111_FULL,赤龙
IDS_PJSA507,加贺（旧）
IDS_PJSA507_FULL,加贺（2019-01-23 前）
IDS_PJSA518,加贺
IDS_PJSA518_FULL,加贺
IDS_PJSA598,加贺 B
IDS_PJSA598_FULL,加贺 B
IDS_PJSA710,信浓
IDS_PJSA710_FULL,信浓
IDS_PJSA908,毅鹤
IDS_PJSA908_FULL,毅鹤
IDS_PJSA910,大凤
IDS_PJSA910_FULL,大凤
IDS_PJSA917,[白龙]
IDS_PJSA917_FULL,[白龙]
IDS_PJSA920,AL 信浓
IDS_PJSA920_FULL,AL 信浓
IDS_PJSB001,河内
IDS_PJSB001_FULL,河内
IDS_PJSB003,妙义
IDS_PJSB003_FULL,妙义
IDS_PJSB006,扶桑
IDS_PJSB006_FULL,扶桑
IDS_PJSB007,金刚
IDS_PJSB007_FULL,金刚
IDS_PJSB008,石锤
IDS_PJSB008_FULL,石锤
IDS_PJSB010,长门
IDS_PJSB010_FULL,长门
IDS_PJSB011,三笠
IDS_PJSB011_FULL,三笠
IDS_PJSB013,天城
IDS_PJSB013_FULL,天城
IDS_PJSB018,大和
IDS_PJSB018_FULL,大和
IDS_PJSB021,出云
IDS_PJSB021_FULL,出云
IDS_PJSB111,萨摩
IDS_PJSB111_FULL,萨摩
IDS_PJSB208,弓张
IDS_PJSB208_FULL,弓张
IDS_PJSB209,安达太良
IDS_PJSB209_FULL,安达太良
IDS_PJSB210,丰后
IDS_PJSB210_FULL,丰后
IDS_PJSB506,陆奥
IDS_PJSB506_FULL,陆奥
IDS_PJSB507,爱鹰
IDS_PJSB507_FULL,爱鹰
IDS_PJSB508,纪伊
IDS_PJSB508_FULL,纪伊
IDS_PJSB509,武藏
IDS_PJSB509_FULL,武藏
IDS_PJSB510,敷岛
IDS_PJSB510_FULL,敷岛
IDS_PJSB517,日向
IDS_PJSB517_FULL,日向
IDS_PJSB519,肥前
IDS_PJSB519_FULL,肥前
IDS_PJSB526,伊势
IDS_PJSB526_FULL,伊势
IDS_PJSB529,石见
IDS_PJSB529_FULL,石见
IDS_PJSB539,大山
IDS_PJSB539_FULL,大山
IDS_PJSB549,剑
IDS_PJSB549_FULL,剑
IDS_PJSB559,石见 B
IDS_PJSB559_FULL,石见 B
IDS_PJSB700,ARP 大和
IDS_PJSB700_FULL,ARP 大和
IDS_PJSB705,ARP 金刚
IDS_PJSB705_FULL,ARP 金刚
IDS_PJSB706,ARP 雾岛
IDS_PJSB706_FULL,ARP 雾岛
IDS_PJSB707,ARP 榛名
IDS_PJSB707_FULL,ARP 榛名
IDS_PJSB708,ARP 比睿
IDS_PJSB708_FULL,ARP 比睿
IDS_PJSB710,大和·魁
IDS_PJSB710_FULL,大和·魁
IDS_PJSB715,HSF 比睿
IDS_PJSB715_FULL,HSF 比睿
IDS_PJSB719,武尊
IDS_PJSB719_FULL,武尊
IDS_PJSB720,安艺
IDS_PJSB720_FULL,安艺
IDS_PJSB730,远笠
IDS_PJSB730_FULL,远笠
IDS_PJSB799,ARP 雾岛
IDS_PJSB799_FULL,ARP 雾岛
IDS_PJSB801,河内
IDS_PJSB802,河内
IDS_PJSB878,炼狱烈焰
IDS_PJSB878_FULL,炼狱烈焰
IDS_PJSB888,诸神黄昏
IDS_PJSB888_FULL,诸神黄昏
IDS_PJSB891,萨摩 +
IDS_PJSB891_FULL,萨摩 +
IDS_PJSB906,伊势 2
IDS_PJSB906_FULL,伊势 2
IDS_PJSB916,伊势 3
IDS_PJSB916_FULL,伊势 3
IDS_PJSB918,[大和]
IDS_PJSB918_FULL,[大和]
IDS_PJSB920,安艺 G
IDS_PJSB920_FULL,安艺 G
IDS_PJSB999,萨摩（旧）
IDS_PJSB999_FULL,萨摩（2021-09-22 前）
IDS_PJSC004,夕张
IDS_PJSC004_FULL,夕张
IDS_PJSC005,古鹰
IDS_PJSC005_FULL,古鹰
IDS_PJSC006,古鹰
IDS_PJSC006_FULL,古鹰
IDS_PJSC007,青叶
IDS_PJSC007_FULL,青叶
IDS_PJSC008,妙高
IDS_PJSC008_FULL,妙高
IDS_PJSC009,最上
IDS_PJSC009_FULL,最上
IDS_PJSC012,伊吹
IDS_PJSC012_FULL,伊吹
IDS_PJSC013,球磨
IDS_PJSC013_FULL,球磨
IDS_PJSC014,北上
IDS_PJSC014_FULL,北上
IDS_PJSC015,天龙
IDS_PJSC015_FULL,天龙
IDS_PJSC018,利根
IDS_PJSC018_FULL,利根
IDS_PJSC021,鞍马
IDS_PJSC021_FULL,鞍马
IDS_PJSC026,岩城 A
IDS_PJSC026_FULL,岩城 A
IDS_PJSC034,藏王
IDS_PJSC034_FULL,藏王
IDS_PJSC035,筑摩
IDS_PJSC035_FULL,筑摩
IDS_PJSC037,桥立
IDS_PJSC037_FULL,桥立
IDS_PJSC038,爱宕
IDS_PJSC038_FULL,爱宕
IDS_PJSC205,阿贺野
IDS_PJSC205_FULL,阿贺野
IDS_PJSC206,五濑
IDS_PJSC206_FULL,五濑
IDS_PJSC207,雄物
IDS_PJSC207_FULL,雄物
IDS_PJSC208,四万十
IDS_PJSC208_FULL,四万十
IDS_PJSC209,高梁
IDS_PJSC209_FULL,高梁
IDS_PJSC210,淀
IDS_PJSC210_FULL,淀
IDS_PJSC503,香取
IDS_PJSC503_FULL,香取
IDS_PJSC505,矢矧
IDS_PJSC505_FULL,矢矧
IDS_PJSC507,十胜
IDS_PJSC507_FULL,十胜
IDS_PJSC510,吾妻
IDS_PJSC510_FULL,吾妻
IDS_PJSC517,摩耶
IDS_PJSC517_FULL,摩耶
IDS_PJSC519,AL 吾妻
IDS_PJSC519_FULL,AL 吾妻
IDS_PJSC520,吉野
IDS_PJSC520_FULL,吉野
IDS_PJSC590,吉野 B
IDS_PJSC590_FULL,吉野 B
IDS_PJSC598,爱宕 B
IDS_PJSC598_FULL,爱宕 B
IDS_PJSC610,北上
IDS_PJSC610_FULL,北上
IDS_PJSC705,ARP 妙高
IDS_PJSC705_FULL,ARP 妙高
IDS_PJSC707,ARP 足柄
IDS_PJSC707_FULL,ARP 足柄
IDS_PJSC708,ARP 高雄
IDS_PJSC708_FULL,ARP 高雄
IDS_PJSC709,ARP 羽黑
IDS_PJSC709_FULL,ARP 羽黑
IDS_PJSC710,枪
IDS_PJSC710_FULL,枪
IDS_PJSC717,南方神龙
IDS_PJSC717_FULL,南方神龙
IDS_PJSC718,ARP 摩耶
IDS_PJSC718_FULL,ARP 摩耶
IDS_PJSC719,筑摩 II
IDS_PJSC719_FULL,筑摩 II
IDS_PJSC720,钏路
IDS_PJSC720_FULL,钏路
IDS_PJSC727,东方神龙
IDS_PJSC727_FULL,东方神龙
IDS_PJSC729,筑摩 II G
IDS_PJSC729_FULL,筑摩 II G
IDS_PJSC737,ARP 那智
IDS_PJSC737_FULL,ARP 那智
IDS_PJSC739,铃谷
IDS_PJSC739_FULL,铃谷
IDS_PJSC749,铃谷 G
IDS_PJSC749_FULL,铃谷 G
IDS_PJSC759,铃谷 VL
IDS_PJSC759_FULL,铃谷 VL
