键值(key),翻译(msgstr)
IDS_PGSA110_FULL,Manfred von Richthofen
IDS_PGSA506,E. Loewenhardt
IDS_PGSA506_FULL,Erich Loewenhardt
IDS_PGSA508,Graf Zeppelin (old)
IDS_PGSA508_FULL,Graf Zeppelin (< 23.01.2019)
IDS_PGSA510,W. Voss
IDS_PGSA510_FULL,Werner Voss
IDS_PGSA518,Graf Zeppelin
IDS_PGSA518_FULL,Graf Zeppelin
IDS_PGSA598,Graf Zeppelin B
IDS_PGSA598_FULL,Graf Zeppelin B
IDS_PGSA610,M. Immelmann
IDS_PGSA610_FULL,Max Immelmann
IDS_PGSA910,Süsshofen
IDS_PGSA910_FULL,Süsshofen
IDS_PGSA990,O. Lilienthal
IDS_PGSA990_FULL,Otto Lilienthal
IDS_PGSB001,Bismarck
IDS_PGSB001_FULL,Bismarck
IDS_PGSB002,Tirpitz
IDS_PGSB002_FULL,Tirpitz
IDS_PGSB103,Nassau
IDS_PGSB103_FULL,Nassau
IDS_PGSB104,Kaiser
IDS_PGSB104_FULL,Kaiser
IDS_PGSB105,König
IDS_PGSB105_FULL,König
IDS_PGSB106,Bayern
IDS_PGSB106_FULL,Bayern
IDS_PGSB107,Gneisenau
IDS_PGSB107_FULL,Gneisenau
IDS_PGSB108,Bismarck
IDS_PGSB108_FULL,Bismarck
IDS_PGSB109,F. der Grosse
IDS_PGSB109_FULL,Friedrich der Grosse
IDS_PGSB110,G. Kurfürst
IDS_PGSB110_FULL,Grosser Kurfürst
IDS_PGSB111,Hannover
IDS_PGSB111_FULL,Hannover
IDS_PGSB203,Von der Tann
IDS_PGSB203_FULL,Von der Tann
IDS_PGSB204,Moltke
IDS_PGSB204_FULL,Moltke
IDS_PGSB205,Derfflinger
IDS_PGSB205_FULL,Derfflinger
IDS_PGSB206,Mackensen
IDS_PGSB206_FULL,Mackensen
IDS_PGSB207,P. Heinrich
IDS_PGSB207_FULL,Prinz Heinrich
IDS_PGSB208,Zieten
IDS_PGSB208_FULL,Zieten
IDS_PGSB209,P. Rupprecht
IDS_PGSB209_FULL,Prinz Rupprecht
IDS_PGSB210,Schlieffen
IDS_PGSB210_FULL,Schlieffen
IDS_PGSB310,Preussen
IDS_PGSB310_FULL,Preussen
IDS_PGSB503,K. Albert
IDS_PGSB503_FULL,König Albert
IDS_PGSB506,P. E. Friedrich
IDS_PGSB506_FULL,Prinz Eitel Friedrich
IDS_PGSB507,Scharnhorst
IDS_PGSB507_FULL,Scharnhorst
IDS_PGSB508,Odin
IDS_PGSB508_FULL,Odin
IDS_PGSB509,Pommern
IDS_PGSB509_FULL,Pommern
IDS_PGSB517,AL P. Heinrich
IDS_PGSB517_FULL,AL Prinz Heinrich
IDS_PGSB518,Brandenburg
IDS_PGSB518_FULL,Brandenburg
IDS_PGSB528,Anhalt
IDS_PGSB528_FULL,Anhalt
IDS_PGSB538,Brandenburg B
IDS_PGSB538_FULL,Brandenburg B
IDS_PGSB597,Scharnhorst B
IDS_PGSB597_FULL,Scharnhorst B
IDS_PGSB598,Tirpitz B
IDS_PGSB598_FULL,Tirpitz B
IDS_PGSB599,Pommern B
IDS_PGSB599_FULL,Pommern B
IDS_PGSB610,Mecklenburg
IDS_PGSB610_FULL,Mecklenburg
IDS_PGSB708,Bismarck '41
IDS_PGSB708_FULL,Bismarck '41
IDS_PGSB717,Scharnhorst '43
IDS_PGSB717_FULL,Scharnhorst '43
IDS_PGSB719,Friedrich Carl
IDS_PGSB719_FULL,Friedrich Carl
IDS_PGSB818,BA Tirpitz
IDS_PGSB818_FULL,BA Tirpitz
IDS_PGSB828,Odin TE
IDS_PGSB828_FULL,Odin TE
IDS_PGSB898,AL Bismarck
IDS_PGSB898_FULL,AL Bismarck
IDS_PGSB908,Wahnsinn
IDS_PGSB908_FULL,Wahnsinn
IDS_PGSB910,[G. Kurfürst]
IDS_PGSB910_FULL,[Grosser Kurfürst]
IDS_PGSB918,Sea Howl
IDS_PGSB918_FULL,Sea Howl
IDS_PGSB920,Schlieffen
IDS_PGSB920_FULL,Schlieffen
IDS_PGSB928,Eiserner Kanzler
IDS_PGSB928_FULL,Eiserner Kanzler
IDS_PGSB930,Von Zuckerhoff
IDS_PGSB930_FULL,Von Zuckerhoff
IDS_PGSB989,P. Sigismund
IDS_PGSB989_FULL,Prinz Sigismund
IDS_PGSB999,Hannover (old)
IDS_PGSB999_FULL,Hannover (< 22.09.2021)
IDS_PGSC001,Hermelin
IDS_PGSC001_FULL,Hermelin
IDS_PGSC002,Dresden
IDS_PGSC002_FULL,Dresden
IDS_PGSC010,Prinz Adalbert
IDS_PGSC010_FULL,Prinz Adalbert
IDS_PGSC016,Deutschland
IDS_PGSC016_FULL,Deutschland
IDS_PGSC017,Scheer
IDS_PGSC017_FULL,Admiral Scheer
IDS_PGSC018,Knesebeck
IDS_PGSC018_FULL,Knesebeck
IDS_PGSC019,Manteuffel
IDS_PGSC019_FULL,Manteuffel
IDS_PGSC103,Kolberg
IDS_PGSC103_FULL,Kolberg
IDS_PGSC104,Karlsruhe
IDS_PGSC104_FULL,Karlsruhe
IDS_PGSC105,Königsberg
IDS_PGSC105_FULL,Königsberg
IDS_PGSC106,Nürnberg
IDS_PGSC106_FULL,Nürnberg
IDS_PGSC107,Yorck
IDS_PGSC107_FULL,Yorck
IDS_PGSC108,Hipper
IDS_PGSC108_FULL,Admiral Hipper
IDS_PGSC109,Roon
IDS_PGSC109_FULL,Roon
IDS_PGSC110,Hindenburg
IDS_PGSC110_FULL,Hindenburg
IDS_PGSC111,Clausewitz
IDS_PGSC111_FULL,Clausewitz
IDS_PGSC502,Emden
IDS_PGSC502_FULL,Emden
IDS_PGSC506,Graf Spee
IDS_PGSC506_FULL,Admiral Graf Spee
IDS_PGSC507,München
IDS_PGSC507_FULL,München
IDS_PGSC508,Prinz Eugen
IDS_PGSC508_FULL,Prinz Eugen
IDS_PGSC509,Siegfried
IDS_PGSC509_FULL,Siegfried
IDS_PGSC516,Leipzig
IDS_PGSC516_FULL,Leipzig
IDS_PGSC517,Weimar
IDS_PGSC517_FULL,Weimar
IDS_PGSC518,Mainz
IDS_PGSC518_FULL,Mainz
IDS_PGSC519,Ägir
IDS_PGSC519_FULL,Ägir
IDS_PGSC528,Schill
IDS_PGSC528_FULL,Schill
IDS_PGSC529,Schröder
IDS_PGSC529_FULL,Admiral Schröder
IDS_PGSC598,Mainz B
IDS_PGSC598_FULL,Mainz B
IDS_PGSC706,HSF Graf Spee
IDS_PGSC706_FULL,HSF Admiral Graf Spee
IDS_PGSC710,Hildebrand
IDS_PGSC710_FULL,Hildebrand
IDS_PGSC717,Nürnberg '44
IDS_PGSC717_FULL,Nürnberg '44
IDS_PGSC718,Cross of Dorn
IDS_PGSC718_FULL,Cross of Dorn
IDS_PGSC720,Bremen
IDS_PGSC720_FULL,Bremen
IDS_PGSC728,Wiesbaden
IDS_PGSC728_FULL,Wiesbaden
IDS_PGSC729,Blücher
IDS_PGSC729_FULL,Blücher
IDS_PGSC809,Roon CLR
IDS_PGSC809_FULL,Roon CLR
IDS_PGSC817,München B
IDS_PGSC817_FULL,München B
IDS_PGSC890,AL Hindenburg
IDS_PGSC890_FULL,AL Hindenburg
IDS_PGSC891,Clausewitz +
IDS_PGSC891_FULL,Clausewitz +
IDS_PGSC899,AL Ägir
IDS_PGSC899_FULL,AL Ägir
IDS_PGSC908,Schill B
IDS_PGSC908_FULL,Schill B
IDS_PGSC910,[Hindenburg]
IDS_PGSC910_FULL,[Hindenburg]
IDS_PGSC920,Bremen G
IDS_PGSC920_FULL,Bremen Golden
IDS_PGSC996,Reinhard
IDS_PGSC996_FULL,Admiral Reinhard
IDS_PGSD102,V-25
IDS_PGSD102_FULL,V-25
IDS_PGSD103,G-101
IDS_PGSD103_FULL,G-101
IDS_PGSD104,V-170
IDS_PGSD104_FULL,V-170
IDS_PGSD105,T-22
IDS_PGSD105_FULL,T-22
IDS_PGSD106,Gaede
IDS_PGSD106_FULL,Ernst Gaede
IDS_PGSD107,Maass
IDS_PGSD107_FULL,Leberecht Maass
IDS_PGSD108,Z-23
IDS_PGSD108_FULL,Z-23
IDS_PGSD109,Z-46
IDS_PGSD109_FULL,Z-46
IDS_PGSD110,Z-52
IDS_PGSD110_FULL,Z-52
IDS_PGSD111,Z-57
IDS_PGSD111_FULL,Z-57
IDS_PGSD207,Z-31
IDS_PGSD207_FULL,Z-31
IDS_PGSD208,G. J. Maerker
IDS_PGSD208_FULL,Gustav-Julius Maerker
IDS_PGSD209,F. Schultz
IDS_PGSD209_FULL,Felix Schultz
IDS_PGSD210,Elbing
IDS_PGSD210_FULL,Elbing
IDS_PGSD506,T-61
IDS_PGSD506_FULL,T-61
IDS_PGSD508,Z-39
IDS_PGSD508_FULL,Z-39
IDS_PGSD516,K. Schönberg
IDS_PGSD516_FULL,Karl von Schönberg
IDS_PGSD518,Z-35
IDS_PGSD518_FULL,Z-35
IDS_PGSD519,Z-44
IDS_PGSD519_FULL,Z-44
IDS_PGSD529,ZF-6
IDS_PGSD529_FULL,ZF-6
IDS_PGSD610,Z-42
IDS_PGSD610_FULL,Z-42
IDS_PGSD707,Z-32
IDS_PGSD707_FULL,Z-32
IDS_PGSD709,ZF-6 G
IDS_PGSD709_FULL,ZF-6 Golden
IDS_PGSD710,G. Hoffmann
IDS_PGSD710_FULL,Georg Hoffmann
IDS_PGSD717,Z-33
IDS_PGSD717_FULL,Z-33
IDS_PGSD719,ZH-1
IDS_PGSD719_FULL,ZH-1
IDS_PGSD720,G. Hoffmann G
IDS_PGSD720_FULL,Georg Hoffmann Golden
IDS_PGSD727,Z-34
IDS_PGSD727_FULL,Z-34
IDS_PGSD737,Z-38
IDS_PGSD737_FULL,Z-38
IDS_PGSD910,Sharqi
IDS_PGSD910_FULL,Sharqi
IDS_PGSD990,Lübeck
IDS_PGSD990_FULL,Lübeck
IDS_PGSS106,U-69 (old)
IDS_PGSS106_FULL,U-69 (< 04.10.2022)
IDS_PGSS108,U-190 (old)
IDS_PGSS108_FULL,U-190 (< 04.10.2022)
IDS_PGSS110,U-2501 (old)
IDS_PGSS110_FULL,U-2501 (< 04.10.2022)
IDS_PGSS206,U-69
IDS_PGSS206_FULL,U-69
IDS_PGSS208,U-190
IDS_PGSS208_FULL,U-190
IDS_PGSS210,U-2501
IDS_PGSS210_FULL,U-2501
IDS_PGSS510,U-4501
IDS_PGSS510_FULL,U-4501
IDS_PGSX799,U-96
IDS_PHSB710,Willem de Eerste
IDS_PHSB710_FULL,Willem de Eerste
IDS_PHSC010,Utrecht
IDS_PHSC010_FULL,Utrecht
IDS_PHSC018,Jaarsveld
IDS_PHSC018_FULL,Jaarsveld
IDS_PHSC019,M. van Coehoorn
IDS_PHSC019_FULL,Menno van Coehoorn
IDS_PHSC101,Van Kinsbergen
IDS_PHSC101_FULL,Van Kinsbergen
IDS_PHSC102,Gelderland
IDS_PHSC102_FULL,Gelderland
IDS_PHSC103,Java
IDS_PHSC103_FULL,Java
IDS_PHSC104,De Ruyter
IDS_PHSC104_FULL,De Ruyter
IDS_PHSC105,Celebes
IDS_PHSC105_FULL,Celebes
IDS_PHSC106,Kijkduin
IDS_PHSC106_FULL,Kijkduin
IDS_PHSC107,Eendracht
IDS_PHSC107_FULL,Eendracht
IDS_PHSC108,Haarlem
IDS_PHSC108_FULL,Haarlem
IDS_PHSC109,Johan de Witt
IDS_PHSC109_FULL,Johan de Witt
IDS_PHSC110,Gouden Leeuw
IDS_PHSC110_FULL,Gouden Leeuw
IDS_PHSC508,De 7 Provinciën
IDS_PHSC508_FULL,De Zeven Provinciën
IDS_PHSC509,Van Speijk
IDS_PHSC509_FULL,Van Speijk
IDS_PHSC708,Vrijheid
IDS_PHSC708_FULL,Vrijheid
IDS_PHSC710,Prins van Oranje
IDS_PHSC710_FULL,Prins van Oranje
IDS_PHSC720,Pr. van Oranje G
IDS_PHSC720_FULL,Prins van Oranje Golden
IDS_PHSC730,Unie
IDS_PHSC730_FULL,Unie
IDS_PHSC988,Admiraal
IDS_PHSC988_FULL,Admiraal
IDS_PHSC990,Vrijheid
IDS_PHSC990_FULL,Vrijheid
IDS_PHSC998,Statenland
IDS_PHSC998_FULL,Statenland
IDS_PHSD509,Groningen
IDS_PHSD509_FULL,Groningen
IDS_PHSD610,Tromp
IDS_PHSD610_FULL,Tromp
IDS_PHSS710,Tonijn
IDS_PHSS710_FULL,Tonijn
IDS_PISA508,Aquila
IDS_PISA508_FULL,Aquila
IDS_PISB011,Affondatore
IDS_PISB011_FULL,Affondatore
IDS_PISB104,D. Alighieri
IDS_PISB104_FULL,Dante Alighieri
IDS_PISB105,Cavour
IDS_PISB105_FULL,Conte di Cavour
IDS_PISB106,Andrea Doria
IDS_PISB106_FULL,Andrea Doria
IDS_PISB107,F. Caracciolo
IDS_PISB107_FULL,Francesco Caracciolo
IDS_PISB108,V. Veneto
IDS_PISB108_FULL,Vittorio Veneto
IDS_PISB109,Lepanto
IDS_PISB109_FULL,Lepanto
IDS_PISB110,C. Colombo
IDS_PISB110_FULL,Cristoforo Colombo
IDS_PISB505,Giulio Cesare
IDS_PISB505_FULL,Giulio Cesare
IDS_PISB508,Roma
IDS_PISB508_FULL,Roma
IDS_PISB509,Marco Polo
IDS_PISB509_FULL,Marco Polo
IDS_PISB510,R. Lauria
IDS_PISB510_FULL,Ruggiero di Lauria
IDS_PISB519,Giuseppe Verdi
IDS_PISB519_FULL,Giuseppe Verdi
IDS_PISB708,AL Littorio
IDS_PISB708_FULL,AL Littorio
IDS_PISB709,Pilus Prior
IDS_PISB709_FULL,Pilus Prior
IDS_PISB710,Sicilia
IDS_PISB710_FULL,Sicilia
IDS_PISB718,M. Colonna
IDS_PISB718_FULL,Marcantonio Colonna
IDS_PISB719,Pilus Posterior
IDS_PISB719_FULL,Pilus Posterior
IDS_PISB720,Conte Verde
IDS_PISB720_FULL,Conte Verde
IDS_PISB805,Giunio Bruto
IDS_PISB805_FULL,Giunio Bruto
IDS_PISB810,Tempesta Nera
IDS_PISB810_FULL,Tempesta Nera
IDS_PISB818,BA Binah
IDS_PISB818_FULL,BA Binah
IDS_PISB908,Roma Aeterna
IDS_PISB908_FULL,Roma Aeterna
IDS_PISB909,AL Marco Polo
IDS_PISB909_FULL,AL Marco Polo
IDS_PISB990,A. Vespucci
IDS_PISB990_FULL,Amerigo Vespucci
IDS_PISC101,Eritrea
IDS_PISC101_FULL,Eritrea
IDS_PISC102,Nino Bixio
IDS_PISC102_FULL,Nino Bixio
IDS_PISC103,Taranto
IDS_PISC103_FULL,Taranto
IDS_PISC104,Giussano
IDS_PISC104_FULL,Alberto di Giussano
IDS_PISC105,Montecuccoli
IDS_PISC105_FULL,Raimondo Montecuccoli
IDS_PISC106,Trento
IDS_PISC106_FULL,Trento
IDS_PISC107,Zara
IDS_PISC107_FULL,Zara
IDS_PISC108,Amalfi
IDS_PISC108_FULL,Amalfi
IDS_PISC109,Brindisi
IDS_PISC109_FULL,Brindisi
IDS_PISC110,Venezia
IDS_PISC110_FULL,Venezia
IDS_PISC111,Piemonte
IDS_PISC111_FULL,Piemonte
IDS_PISC505,Genova
IDS_PISC505_FULL,Genova
IDS_PISC506,Duca d'Aosta
IDS_PISC506_FULL,Duca d'Aosta
IDS_PISC507,Abruzzi
IDS_PISC507_FULL,Duca degli Abruzzi
IDS_PISC510,Napoli
IDS_PISC510_FULL,Napoli
IDS_PISC517,F. Ferruccio
IDS_PISC517_FULL,Francesco Ferruccio
IDS_PISC519,Michelangelo
IDS_PISC519_FULL,Michelangelo
IDS_PISC590,Napoli B
IDS_PISC590_FULL,Napoli B
IDS_PISC607,Gorizia
IDS_PISC607_FULL,Gorizia
IDS_PISC707,Optio
IDS_PISC707_FULL,Optio
IDS_PISC710,Varese
IDS_PISC710_FULL,Varese
IDS_PISC717,Fiume
IDS_PISC717_FULL,Fiume
IDS_PISC719,F. Gonzaga
IDS_PISC719_FULL,Ferrante Gonzaga
IDS_PISC729,Messina
IDS_PISC729_FULL,Messina
IDS_PISC897,AL Gorizia
IDS_PISC897_FULL,AL Gorizia
IDS_PISC908,Mirage
IDS_PISC908_FULL,Mirage
IDS_PISC990,Ravenna
IDS_PISC990_FULL,Ravenna
IDS_PISD102,Curtatone
IDS_PISD102_FULL,Curtatone
IDS_PISD103,N. Sauro
IDS_PISD103_FULL,Nazario Sauro
IDS_PISD104,Turbine
IDS_PISD104_FULL,Turbine
IDS_PISD105,Maestrale
IDS_PISD105_FULL,Maestrale
IDS_PISD106,Aviere
IDS_PISD106_FULL,Aviere
IDS_PISD107,L. Tarigo
IDS_PISD107_FULL,Luca Tarigo
IDS_PISD108,V. Cuniberti
IDS_PISD108_FULL,Vittorio Cuniberti
IDS_PISD109,Adriatico
IDS_PISD109_FULL,Adriatico
IDS_PISD110,A. Regolo
IDS_PISD110_FULL,Attilio Regolo
IDS_PISD506,Leone
IDS_PISD506_FULL,Leone
IDS_PISD507,FR25
IDS_PISD507_FULL,FR25
IDS_PISD509,Paolo Emilio
IDS_PISD509_FULL,Paolo Emilio
IDS_PISD710,A. da Barbiano
IDS_PISD710_FULL,Alberico da Barbiano
IDS_PISS106,Foca
IDS_PISS106_FULL,Foca
IDS_PISS108,Pietro Micca
IDS_PISS108_FULL,Pietro Micca
IDS_PISS110,Pietro Calvi
IDS_PISS110_FULL,Pietro Calvi
IDS_PJSA002,Hōshō (old)
IDS_PJSA002_FULL,Hōshō (< 23.01.2019)
IDS_PJSA006,Zuihō (old)
IDS_PJSA006_FULL,Zuihō (< 23.01.2019)
IDS_PJSA009,Ryūjō (old)
IDS_PJSA009_FULL,Ryūjō (< 23.01.2019)
IDS_PJSA011,Hiryū (old)
IDS_PJSA011_FULL,Hiryū (< 23.01.2019)
IDS_PJSA012,Shōkaku (old)
IDS_PJSA012_FULL,Shōkaku (< 23.01.2019)
IDS_PJSA015,Taihō (old)
IDS_PJSA015_FULL,Taihō (< 23.01.2019)
IDS_PJSA017,Hakuryū (old)
IDS_PJSA017_FULL,Hakuryū (< 23.01.2019)
IDS_PJSA104,Hōshō
IDS_PJSA104_FULL,Hōshō
IDS_PJSA106,Ryūjō
IDS_PJSA106_FULL,Ryūjō
IDS_PJSA108,Shōkaku
IDS_PJSA108_FULL,Shōkaku
IDS_PJSA110,Hakuryū
IDS_PJSA110_FULL,Hakuryū
IDS_PJSA111,Sekiryu
IDS_PJSA111_FULL,Sekiryu
IDS_PJSA507,Kaga (old)
IDS_PJSA507_FULL,Kaga (< 23.01.2019)
IDS_PJSA518,Kaga
IDS_PJSA518_FULL,Kaga
IDS_PJSA598,Kaga B
IDS_PJSA598_FULL,Kaga B
IDS_PJSA710,Shinano
IDS_PJSA710_FULL,Shinano
IDS_PJSA908,Kikaku
IDS_PJSA908_FULL,Kikaku
IDS_PJSA910,Taihō
IDS_PJSA910_FULL,Taihō
IDS_PJSA917,[Hakuryū]
IDS_PJSA917_FULL,[Hakuryū]
IDS_PJSA920,AL Shinano
IDS_PJSA920_FULL,AL Shinano
IDS_PJSB001,Kawachi
IDS_PJSB001_FULL,Kawachi
IDS_PJSB003,Myōgi
IDS_PJSB003_FULL,Myōgi
IDS_PJSB006,Fusō
IDS_PJSB006_FULL,Fusō
IDS_PJSB007,Kongō
IDS_PJSB007_FULL,Kongō
IDS_PJSB008,Ishizuchi
IDS_PJSB008_FULL,Ishizuchi
IDS_PJSB010,Nagato
IDS_PJSB010_FULL,Nagato
IDS_PJSB011,Mikasa
IDS_PJSB011_FULL,Mikasa
IDS_PJSB013,Amagi
IDS_PJSB013_FULL,Amagi
IDS_PJSB018,Yamato
IDS_PJSB018_FULL,Yamato
IDS_PJSB021,Izumo
IDS_PJSB021_FULL,Izumo
IDS_PJSB111,Satsuma
IDS_PJSB111_FULL,Satsuma
IDS_PJSB208,Yumihari
IDS_PJSB208_FULL,Yumihari
IDS_PJSB209,Adatara
IDS_PJSB209_FULL,Adatara
IDS_PJSB210,Bungo
IDS_PJSB210_FULL,Bungo
IDS_PJSB506,Mutsu
IDS_PJSB506_FULL,Mutsu
IDS_PJSB507,Ashitaka
IDS_PJSB507_FULL,Ashitaka
IDS_PJSB508,Kii
IDS_PJSB508_FULL,Kii
IDS_PJSB509,Musashi
IDS_PJSB509_FULL,Musashi
IDS_PJSB510,Shikishima
IDS_PJSB510_FULL,Shikishima
IDS_PJSB517,Hyūga
IDS_PJSB517_FULL,Hyūga
IDS_PJSB519,Hizen
IDS_PJSB519_FULL,Hizen
IDS_PJSB526,Ise
IDS_PJSB526_FULL,Ise
IDS_PJSB529,Iwami
IDS_PJSB529_FULL,Iwami
IDS_PJSB539,Daisen
IDS_PJSB539_FULL,Daisen
IDS_PJSB549,Tsurugi
IDS_PJSB549_FULL,Tsurugi
IDS_PJSB559,Iwami B
IDS_PJSB559_FULL,Iwami B
IDS_PJSB700,ARP Yamato
IDS_PJSB700_FULL,ARP Yamato
IDS_PJSB705,ARP Kongō
IDS_PJSB705_FULL,ARP Kongō
IDS_PJSB706,ARP Kirishima
IDS_PJSB706_FULL,ARP Kirishima
IDS_PJSB707,ARP Haruna
IDS_PJSB707_FULL,ARP Haruna
IDS_PJSB708,ARP Hiei
IDS_PJSB708_FULL,ARP Hiei
IDS_PJSB710,Yamato Kai
IDS_PJSB710_FULL,Yamato Kai
IDS_PJSB715,HSF Hiei
IDS_PJSB715_FULL,HSF Hiei
IDS_PJSB719,Hotaka
IDS_PJSB719_FULL,Hotaka
IDS_PJSB720,Aki
IDS_PJSB720_FULL,Aki
IDS_PJSB799,ARP Kirishima
IDS_PJSB799_FULL,ARP Kirishima
IDS_PJSB801,Kawachi
IDS_PJSB802,Kawachi
IDS_PJSB878,Ignis Purgatio
IDS_PJSB878_FULL,Ignis Purgatio
IDS_PJSB888,Ragnarok
IDS_PJSB888_FULL,Ragnarok
IDS_PJSB891,Satsuma +
IDS_PJSB891_FULL,Satsuma +
IDS_PJSB906,Ise 2
IDS_PJSB906_FULL,Ise 2
IDS_PJSB916,Ise 3
IDS_PJSB916_FULL,Ise 3
IDS_PJSB918,[Yamato]
IDS_PJSB918_FULL,[Yamato]
IDS_PJSB920,Aki G
IDS_PJSB920_FULL,Aki Golden
IDS_PJSB999,Satsuma (old)
IDS_PJSB999_FULL,Satsuma (< 22.09.2021)
IDS_PJSC004,Yūbari
IDS_PJSC004_FULL,Yūbari
IDS_PJSC005,Furutaka
IDS_PJSC005_FULL,Furutaka
IDS_PJSC006,Furutaka
IDS_PJSC006_FULL,Furutaka
IDS_PJSC007,Aoba
IDS_PJSC007_FULL,Aoba
IDS_PJSC008,Myōkō
IDS_PJSC008_FULL,Myōkō
IDS_PJSC009,Mogami
IDS_PJSC009_FULL,Mogami
IDS_PJSC012,Ibuki
IDS_PJSC012_FULL,Ibuki
IDS_PJSC013,Kuma
IDS_PJSC013_FULL,Kuma
IDS_PJSC014,Kitakami
IDS_PJSC014_FULL,Kitakami
IDS_PJSC015,Tenryū
IDS_PJSC015_FULL,Tenryū
IDS_PJSC018,Tone
IDS_PJSC018_FULL,Tone
IDS_PJSC021,Kurama
IDS_PJSC021_FULL,Kurama
IDS_PJSC026,Iwaki A
IDS_PJSC026_FULL,Iwaki Alpha
IDS_PJSC034,Zaō
IDS_PJSC034_FULL,Zaō
IDS_PJSC035,Chikuma
IDS_PJSC035_FULL,Chikuma
IDS_PJSC037,Hashidate
IDS_PJSC037_FULL,Hashidate
IDS_PJSC038,Atago
IDS_PJSC038_FULL,Atago
IDS_PJSC205,Agano
IDS_PJSC205_FULL,Agano
IDS_PJSC206,Gokase
IDS_PJSC206_FULL,Gokase
IDS_PJSC207,Omono
IDS_PJSC207_FULL,Omono
IDS_PJSC208,Shimanto
IDS_PJSC208_FULL,Shimanto
IDS_PJSC209,Takahashi
IDS_PJSC209_FULL,Takahashi
IDS_PJSC210,Yodo
IDS_PJSC210_FULL,Yodo
IDS_PJSC503,Katori
IDS_PJSC503_FULL,Katori
IDS_PJSC505,Yahagi
IDS_PJSC505_FULL,Yahagi
IDS_PJSC507,Tokachi
IDS_PJSC507_FULL,Tokachi
IDS_PJSC510,Azuma
IDS_PJSC510_FULL,Azuma
IDS_PJSC517,Maya
IDS_PJSC517_FULL,Maya
IDS_PJSC519,AL Azuma
IDS_PJSC519_FULL,AL Azuma
IDS_PJSC520,Yoshino
IDS_PJSC520_FULL,Yoshino
IDS_PJSC590,Yoshino B
IDS_PJSC590_FULL,Yoshino B
IDS_PJSC598,Atago B
IDS_PJSC598_FULL,Atago B
IDS_PJSC610,Kitakami
IDS_PJSC610_FULL,Kitakami
IDS_PJSC705,ARP Myōkō
IDS_PJSC705_FULL,ARP Myōkō
IDS_PJSC707,ARP Ashigara
IDS_PJSC707_FULL,ARP Ashigara
IDS_PJSC708,ARP Takao
IDS_PJSC708_FULL,ARP Takao
IDS_PJSC709,ARP Haguro
IDS_PJSC709_FULL,ARP Haguro
IDS_PJSC710,Yari
IDS_PJSC710_FULL,Yari
IDS_PJSC717,S. Dragon
IDS_PJSC717_FULL,Southern Dragon
IDS_PJSC718,ARP Maya
IDS_PJSC718_FULL,ARP Maya
IDS_PJSC719,Chikuma II
IDS_PJSC719_FULL,Chikuma II
IDS_PJSC720,Kushiro
IDS_PJSC720_FULL,Kushiro
IDS_PJSC727,E. Dragon
IDS_PJSC727_FULL,Eastern Dragon
IDS_PJSC729,Chikuma II G
IDS_PJSC729_FULL,Chikuma II Golden
IDS_PJSC737,ARP Nachi
IDS_PJSC737_FULL,ARP Nachi
IDS_PJSC739,Suzuya
IDS_PJSC739_FULL,Suzuya
IDS_PJSC749,Suzuya G
IDS_PJSC749_FULL,Suzuya Golden
IDS_PJSC759,Suzuya VL
IDS_PJSC759_FULL,Suzuya VL
IDS_PJSC799,ARP Takao
IDS_PJSC799_FULL,ARP Takao
IDS_PJSC810,Zaō P
IDS_PJSC810_FULL,Zaō P
IDS_PJSC819,BA Takahashi
IDS_PJSC819_FULL,BA Takahashi
IDS_PJSC829,Azuma B
IDS_PJSC829_FULL,Azuma B
IDS_PJSC837,Hashidate
IDS_PJSC838,Hashidate
IDS_PJSC890,Zaō CLR
IDS_PJSC890_FULL,Zaō CLR
IDS_PJSC905,Desert Falcon
IDS_PJSC905_FULL,Desert Falcon
IDS_PJSC918,Tone 2
IDS_PJSC918_FULL,Tone 2
IDS_PJSC919,Tone 3
IDS_PJSC919_FULL,Tone 3
IDS_PJSC934,[Zaō]
IDS_PJSC934_FULL,[Zaō]
IDS_PJSD001,Tachibana
IDS_PJSD001_FULL,Tachibana
IDS_PJSD002,Umikaze
IDS_PJSD002_FULL,Umikaze
IDS_PJSD003,Isokaze
IDS_PJSD003_FULL,Isokaze
IDS_PJSD004,Minekaze
IDS_PJSD004_FULL,Minekaze
IDS_PJSD005,Mutsuki (old)
IDS_PJSD005_FULL,Mutsuki (< 01.12.2016)
IDS_PJSD006,Hatsuharu (old)
IDS_PJSD006_FULL,Hatsuharu (< 01.12.2016)
IDS_PJSD007,Fubuki (old)
IDS_PJSD007_FULL,Fubuki (< 01.12.2016)
IDS_PJSD010,Kagerō (old)
IDS_PJSD010_FULL,Kagerō (< 01.12.2016)
IDS_PJSD012,Shimakaze
IDS_PJSD012_FULL,Shimakaze
IDS_PJSD014,Tachibana L
IDS_PJSD014_FULL,Tachibana Lima
IDS_PJSD017,Fūjin
IDS_PJSD017_FULL,Fūjin
IDS_PJSD024,Wakatake
IDS_PJSD024_FULL,Wakatake
IDS_PJSD025,Kamikaze
IDS_PJSD025_FULL,Kamikaze
IDS_PJSD026,Kamikaze R
IDS_PJSD026_FULL,Kamikaze R
IDS_PJSD105,Mutsuki
IDS_PJSD105_FULL,Mutsuki
IDS_PJSD106,Fubuki
IDS_PJSD106_FULL,Fubuki
